GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0022832,voltage-gated channel activity,22,4,2.72,0.99867,1
GO:0051082,unfolded protein binding,56,1,6.92,0.99885,1
GO:0016853,isomerase activity,160,12,19.77,0.99898,1
GO:0140098,catalytic activity, acting on RNA,183,2,22.61,0.99960,1
GO:0045182,translation regulator activity,64,1,7.91,0.99979,1
GO:0022890,inorganic cation transmembrane transport...,152,16,18.78,0.99988,1
GO:0043169,cation binding,1686,195,208.35,0.99989,1
GO:0032561,guanyl ribonucleotide binding,195,14,24.1,0.99995,1
GO:0005525,GTP binding,195,14,24.1,0.99997,1
GO:0019001,guanyl nucleotide binding,200,14,24.71,0.99997,1
GO:0008324,cation transmembrane transporter activit...,166,17,20.51,0.99998,1
GO:0016874,ligase activity,139,6,17.18,0.99999,1
GO:0005488,binding,6855,777,847.1,0.99999,1
GO:0003735,structural constituent of ribosome,270,1,33.37,1.00000,1
GO:0003723,RNA binding,277,3,34.23,1.00000,1
GO:0008270,zinc ion binding,729,58,90.09,1.00000,1
GO:0016779,nucleotidyltransferase activity,107,4,13.22,1.00000,1
GO:0140640,catalytic activity, acting on a nucleic ...,297,11,36.7,1.00000,1
GO:0005198,structural molecule activity,318,7,39.3,1.00000,1
GO:0015299,solute:proton antiporter activity,22,2,2.72,1.00000,1
GO:0030695,GTPase regulator activity,27,3,3.34,1.00000,1
GO:0004402,histone acetyltransferase activity,8,1,0.99,1.00000,1
GO:0030955,potassium ion binding,9,1,1.11,1.00000,1
GO:0015267,channel activity,79,20,9.76,1.00000,1
GO:0038023,signaling receptor activity,25,12,3.09,1.00000,1
GO:0004864,protein phosphatase inhibitor activity,3,1,0.37,1.00000,1
GO:0004866,endopeptidase inhibitor activity,38,2,4.7,1.00000,1
GO:0044769,ATPase activity, coupled to transmembran...,15,1,1.85,1.00000,1
GO:0046943,carboxylic acid transmembrane transporte...,16,2,1.98,1.00000,1
GO:0003854,3-beta-hydroxy-delta5-steroid dehydrogen...,26,6,3.21,1.00000,1
GO:0005230,extracellular ligand-gated ion channel a...,18,11,2.22,1.00000,1
GO:0003887,DNA-directed DNA polymerase activity,12,2,1.48,1.00000,1
GO:0030674,protein-macromolecule adaptor activity,5,1,0.62,1.00000,1
GO:0022824,transmitter-gated ion channel activity,18,11,2.22,1.00000,1
GO:0000155,phosphorelay sensor kinase activity,18,2,2.22,1.00000,1
GO:0051536,iron-sulfur cluster binding,68,5,8.4,1.00000,1
GO:0016851,magnesium chelatase activity,3,1,0.37,1.00000,1
GO:0004970,ionotropic glutamate receptor activity,18,11,2.22,1.00000,1
GO:0022835,transmitter-gated channel activity,18,11,2.22,1.00000,1
GO:0008184,glycogen phosphorylase activity,4,1,0.49,1.00000,1
GO:0018024,histone-lysine N-methyltransferase activ...,16,2,1.98,1.00000,1
GO:0003674,molecular_function,10520,1300,1300,1.00000,1
GO:0003676,nucleic acid binding,1582,101,195.49,1.00000,1
GO:0016844,strictosidine synthase activity,7,1,0.87,1.00000,1
GO:0015171,amino acid transmembrane transporter act...,16,2,1.98,1.00000,1
GO:0008135,translation factor activity, RNA binding,64,1,7.91,1.00000,1
GO:0050308,sugar-phosphatase activity,8,3,0.99,1.00000,1
GO:0061135,endopeptidase regulator activity,38,2,4.7,1.00000,1
GO:0009001,serine O-acetyltransferase activity,4,2,0.49,1.00000,1
GO:0008725,DNA-3-methyladenine glycosylase activity,5,1,0.62,1.00000,1
GO:0008483,transaminase activity,24,1,2.97,1.00000,1
GO:0004565,beta-galactosidase activity,4,1,0.49,1.00000,1
GO:0051003,ligase activity, forming nitrogen-metal ...,3,1,0.37,1.00000,1
GO:0004559,alpha-mannosidase activity,8,1,0.99,1.00000,1
GO:0047325,inositol tetrakisphosphate 1-kinase acti...,8,2,0.99,1.00000,1
GO:0000049,tRNA binding,8,0,0.99,1.00000,1
GO:0000062,fatty-acyl-CoA binding,4,0,0.49,1.00000,1
GO:0000179,rRNA (adenine-N6,N6-)-dimethyltransferas...,3,0,0.37,1.00000,1
GO:0000295,adenine nucleotide transmembrane transpo...,3,0,0.37,1.00000,1
GO:0000774,adenyl-nucleotide exchange factor activi...,4,0,0.49,1.00000,1
GO:0002161,aminoacyl-tRNA editing activity,5,0,0.62,1.00000,1
GO:0003684,damaged DNA binding,11,0,1.36,1.00000,1
GO:0003697,single-stranded DNA binding,13,0,1.61,1.00000,1
GO:0003724,RNA helicase activity,3,0,0.37,1.00000,1
GO:0003725,double-stranded RNA binding,3,0,0.37,1.00000,1
GO:0003729,mRNA binding,6,0,0.74,1.00000,1
GO:0003743,translation initiation factor activity,29,0,3.58,1.00000,1
GO:0003747,translation release factor activity,11,0,1.36,1.00000,1
GO:0003830,beta-1,4-mannosylglycoprotein 4-beta-N-a...,5,0,0.62,1.00000,1
GO:0003844,1,4-alpha-glucan branching enzyme activi...,3,0,0.37,1.00000,1
GO:0003849,3-deoxy-7-phosphoheptulonate synthase ac...,4,0,0.49,1.00000,1
GO:0003855,3-dehydroquinate dehydratase activity,3,0,0.37,1.00000,1
GO:0003872,6-phosphofructokinase activity,11,0,1.36,1.00000,1
GO:0003885,D-arabinono-1,4-lactone oxidase activity,3,0,0.37,1.00000,1
GO:0003896,DNA primase activity,3,0,0.37,1.00000,1
GO:0003899,DNA-directed 5'-3' RNA polymerase activi...,46,0,5.68,1.00000,1
GO:0003909,DNA ligase activity,6,0,0.74,1.00000,1
GO:0003910,DNA ligase (ATP) activity,6,0,0.74,1.00000,1
GO:0003913,DNA photolyase activity,5,0,0.62,1.00000,1
GO:0003916,DNA topoisomerase activity,16,0,1.98,1.00000,1
GO:0003917,DNA topoisomerase type I (single strand ...,5,0,0.62,1.00000,1
GO:0003918,DNA topoisomerase type II (double strand...,11,0,1.36,1.00000,1
GO:0003935,GTP cyclohydrolase II activity,3,0,0.37,1.00000,1
GO:0003954,NADH dehydrogenase activity,4,0,0.49,1.00000,1
GO:0003955,NAD(P)H dehydrogenase (quinone) activity,4,0,0.49,1.00000,1
GO:0003968,RNA-directed 5'-3' RNA polymerase activi...,6,0,0.74,1.00000,1
GO:0003984,acetolactate synthase activity,4,0,0.49,1.00000,1
GO:0003989,acetyl-CoA carboxylase activity,5,0,0.62,1.00000,1
GO:0003995,acyl-CoA dehydrogenase activity,9,0,1.11,1.00000,1
GO:0003997,acyl-CoA oxidase activity,3,0,0.37,1.00000,1
GO:0004020,adenylylsulfate kinase activity,3,0,0.37,1.00000,1
GO:0004022,alcohol dehydrogenase (NAD+) activity,3,0,0.37,1.00000,1
GO:0004030,aldehyde dehydrogenase [NAD(P)+] activit...,4,0,0.49,1.00000,1
GO:0004045,aminoacyl-tRNA hydrolase activity,6,0,0.74,1.00000,1
GO:0004066,asparagine synthase (glutamine-hydrolyzi...,3,0,0.37,1.00000,1
GO:0004070,aspartate carbamoyltransferase activity,3,0,0.37,1.00000,1
GO:0004084,branched-chain-amino-acid transaminase a...,3,0,0.37,1.00000,1
GO:0004096,catalase activity,3,0,0.37,1.00000,1
GO:0004097,catechol oxidase activity,3,0,0.37,1.00000,1
GO:0004129,cytochrome-c oxidase activity,7,0,0.87,1.00000,1
GO:0004176,ATP-dependent peptidase activity,5,0,0.62,1.00000,1
GO:0004177,aminopeptidase activity,10,0,1.24,1.00000,1
GO:0004222,metalloendopeptidase activity,33,0,4.08,1.00000,1
GO:0004298,threonine-type endopeptidase activity,23,0,2.84,1.00000,1
GO:0004312,fatty acid synthase activity,6,0,0.74,1.00000,1
GO:0004315,3-oxoacyl-[acyl-carrier-protein] synthas...,3,0,0.37,1.00000,1
GO:0004326,tetrahydrofolylpolyglutamate synthase ac...,3,0,0.37,1.00000,1
GO:0004345,glucose-6-phosphate dehydrogenase activi...,4,0,0.49,1.00000,1
GO:0004351,glutamate decarboxylase activity,5,0,0.62,1.00000,1
GO:0004356,glutamate-ammonia ligase activity,6,0,0.74,1.00000,1
GO:0004367,glycerol-3-phosphate dehydrogenase [NAD+...,4,0,0.49,1.00000,1
GO:0004396,hexokinase activity,6,0,0.74,1.00000,1
GO:0004407,histone deacetylase activity,3,0,0.37,1.00000,1
GO:0004421,hydroxymethylglutaryl-CoA synthase activ...,4,0,0.49,1.00000,1
GO:0004435,phosphatidylinositol phospholipase C act...,7,0,0.87,1.00000,1
GO:0004448,isocitrate dehydrogenase activity,6,0,0.74,1.00000,1
GO:0004449,isocitrate dehydrogenase (NAD+) activity,3,0,0.37,1.00000,1
GO:0004450,isocitrate dehydrogenase (NADP+) activit...,3,0,0.37,1.00000,1
GO:0004462,lactoylglutathione lyase activity,3,0,0.37,1.00000,1
GO:0004470,malic enzyme activity,6,0,0.74,1.00000,1
GO:0004471,malate dehydrogenase (decarboxylating) (...,6,0,0.74,1.00000,1
GO:0004520,endodeoxyribonuclease activity,3,0,0.37,1.00000,1
GO:0004523,RNA-DNA hybrid ribonuclease activity,3,0,0.37,1.00000,1
GO:0004529,exodeoxyribonuclease activity,3,0,0.37,1.00000,1
GO:0004532,exoribonuclease activity,4,0,0.49,1.00000,1
GO:0004536,deoxyribonuclease activity,6,0,0.74,1.00000,1
GO:0004550,nucleoside diphosphate kinase activity,5,0,0.62,1.00000,1
GO:0004563,beta-N-acetylhexosaminidase activity,3,0,0.37,1.00000,1
GO:0004571,mannosyl-oligosaccharide 1,2-alpha-manno...,5,0,0.62,1.00000,1
GO:0004576,oligosaccharyl transferase activity,6,0,0.74,1.00000,1
GO:0004579,dolichyl-diphosphooligosaccharide-protei...,4,0,0.49,1.00000,1
GO:0004602,glutathione peroxidase activity,3,0,0.37,1.00000,1
GO:0004615,phosphomannomutase activity,3,0,0.37,1.00000,1
GO:0004616,phosphogluconate dehydrogenase (decarbox...,8,0,0.99,1.00000,1
GO:0004619,phosphoglycerate mutase activity,4,0,0.49,1.00000,1
GO:0004629,phospholipase C activity,7,0,0.87,1.00000,1
GO:0004652,polynucleotide adenylyltransferase activ...,5,0,0.62,1.00000,1
GO:0004665,prephenate dehydrogenase (NADP+) activit...,3,0,0.37,1.00000,1
GO:0004707,MAP kinase activity,5,0,0.62,1.00000,1
GO:0004733,pyridoxamine-phosphate oxidase activity,3,0,0.37,1.00000,1
GO:0004738,pyruvate dehydrogenase activity,7,0,0.87,1.00000,1
GO:0004739,pyruvate dehydrogenase (acetyl-transferr...,7,0,0.87,1.00000,1
GO:0004747,ribokinase activity,9,0,1.11,1.00000,1
GO:0004749,ribose phosphate diphosphokinase activit...,3,0,0.37,1.00000,1
GO:0004764,shikimate 3-dehydrogenase (NADP+) activi...,3,0,0.37,1.00000,1
GO:0004779,sulfate adenylyltransferase activity,3,0,0.37,1.00000,1
GO:0004781,sulfate adenylyltransferase (ATP) activi...,3,0,0.37,1.00000,1
GO:0004784,superoxide dismutase activity,5,0,0.62,1.00000,1
GO:0004791,thioredoxin-disulfide reductase activity,4,0,0.49,1.00000,1
GO:0004807,triose-phosphate isomerase activity,4,0,0.49,1.00000,1
GO:0004809,tRNA (guanine-N2-)-methyltransferase act...,3,0,0.37,1.00000,1
GO:0004812,aminoacyl-tRNA ligase activity,46,0,5.68,1.00000,1
GO:0004816,asparagine-tRNA ligase activity,3,0,0.37,1.00000,1
GO:0004820,glycine-tRNA ligase activity,4,0,0.49,1.00000,1
GO:0004823,leucine-tRNA ligase activity,3,0,0.37,1.00000,1
GO:0004824,lysine-tRNA ligase activity,3,0,0.37,1.00000,1
GO:0004826,phenylalanine-tRNA ligase activity,4,0,0.49,1.00000,1
GO:0004827,proline-tRNA ligase activity,3,0,0.37,1.00000,1
GO:0004829,threonine-tRNA ligase activity,3,0,0.37,1.00000,1
GO:0004843,cysteine-type deubiquitinase activity,7,0,0.87,1.00000,1
GO:0004860,protein kinase inhibitor activity,5,0,0.62,1.00000,1
GO:0004861,cyclin-dependent protein serine/threonin...,5,0,0.62,1.00000,1
GO:0005047,signal recognition particle binding,3,0,0.37,1.00000,1
GO:0005048,signal sequence binding,10,0,1.24,1.00000,1
GO:0005092,GDP-dissociation inhibitor activity,7,0,0.87,1.00000,1
GO:0005093,Rab GDP-dissociation inhibitor activity,3,0,0.37,1.00000,1
GO:0005094,Rho GDP-dissociation inhibitor activity,4,0,0.49,1.00000,1
GO:0005102,signaling receptor binding,5,0,0.62,1.00000,1
GO:0005319,lipid transporter activity,5,0,0.62,1.00000,1
GO:0005346,purine ribonucleotide transmembrane tran...,3,0,0.37,1.00000,1
GO:0005347,ATP transmembrane transporter activity,3,0,0.37,1.00000,1
GO:0005351,carbohydrate:proton symporter activity,3,0,0.37,1.00000,1
GO:0005402,carbohydrate:cation symporter activity,3,0,0.37,1.00000,1
GO:0005451,monovalent cation:proton antiporter acti...,4,0,0.49,1.00000,1
GO:0005471,ATP:ADP antiporter activity,3,0,0.37,1.00000,1
GO:0005484,SNAP receptor activity,4,0,0.49,1.00000,1
GO:0005536,glucose binding,6,0,0.74,1.00000,1
GO:0005544,calcium-dependent phospholipid binding,6,0,0.74,1.00000,1
GO:0008079,translation termination factor activity,11,0,1.36,1.00000,1
GO:0008083,growth factor activity,5,0,0.62,1.00000,1
GO:0008097,5S rRNA binding,5,0,0.62,1.00000,1
GO:0008113,peptide-methionine (S)-S-oxide reductase...,4,0,0.49,1.00000,1
GO:0008134,transcription factor binding,6,0,0.74,1.00000,1
GO:0008137,NADH dehydrogenase (ubiquinone) activity,4,0,0.49,1.00000,1
GO:0008138,protein tyrosine/serine/threonine phosph...,17,0,2.1,1.00000,1
GO:0008173,RNA methyltransferase activity,29,0,3.58,1.00000,1
GO:0008175,tRNA methyltransferase activity,7,0,0.87,1.00000,1
GO:0008186,ATP-dependent activity, acting on RNA,3,0,0.37,1.00000,1
GO:0008192,RNA guanylyltransferase activity,4,0,0.49,1.00000,1
GO:0008199,ferric iron binding,4,0,0.49,1.00000,1
GO:0008235,metalloexopeptidase activity,7,0,0.87,1.00000,1
GO:0008237,metallopeptidase activity,43,0,5.31,1.00000,1
GO:0008242,omega peptidase activity,6,0,0.74,1.00000,1
GO:0008252,nucleotidase activity,8,0,0.99,1.00000,1
GO:0008253,5'-nucleotidase activity,5,0,0.62,1.00000,1
GO:0008312,7S RNA binding,10,0,1.24,1.00000,1
GO:0008318,protein prenyltransferase activity,3,0,0.37,1.00000,1
GO:0008320,protein transmembrane transporter activi...,5,0,0.62,1.00000,1
GO:0008373,sialyltransferase activity,3,0,0.37,1.00000,1
GO:0008409,5'-3' exonuclease activity,4,0,0.49,1.00000,1
GO:0008417,fucosyltransferase activity,3,0,0.37,1.00000,1
GO:0008441,3'(2'),5'-bisphosphate nucleotidase acti...,3,0,0.37,1.00000,1
GO:0008443,phosphofructokinase activity,11,0,1.36,1.00000,1
GO:0008479,queuine tRNA-ribosyltransferase activity,3,0,0.37,1.00000,1
GO:0008514,organic anion transmembrane transporter ...,3,0,0.37,1.00000,1
GO:0008515,sucrose transmembrane transporter activi...,3,0,0.37,1.00000,1
GO:0008641,ubiquitin-like modifier activating enzym...,12,0,1.48,1.00000,1
GO:0008649,rRNA methyltransferase activity,8,0,0.99,1.00000,1
GO:0008686,3,4-dihydroxy-2-butanone-4-phosphate syn...,3,0,0.37,1.00000,1
GO:0008897,holo-[acyl-carrier-protein] synthase act...,4,0,0.49,1.00000,1
GO:0008977,prephenate dehydrogenase (NAD+) activity,3,0,0.37,1.00000,1
GO:0009982,pseudouridine synthase activity,15,0,1.85,1.00000,1
GO:0010277,chlorophyllide a oxygenase [overall] act...,4,0,0.49,1.00000,1
GO:0015018,galactosylgalactosylxylosylprotein 3-bet...,5,0,0.62,1.00000,1
GO:0015020,glucuronosyltransferase activity,5,0,0.62,1.00000,1
GO:0015081,sodium ion transmembrane transporter act...,4,0,0.49,1.00000,1
GO:0015095,magnesium ion transmembrane transporter ...,9,0,1.11,1.00000,1
GO:0015144,carbohydrate transmembrane transporter a...,6,0,0.74,1.00000,1
GO:0015154,disaccharide transmembrane transporter a...,3,0,0.37,1.00000,1
GO:0015157,oligosaccharide transmembrane transporte...,3,0,0.37,1.00000,1
GO:0015215,nucleotide transmembrane transporter act...,3,0,0.37,1.00000,1
GO:0015216,purine nucleotide transmembrane transpor...,3,0,0.37,1.00000,1
GO:0015217,ADP transmembrane transporter activity,3,0,0.37,1.00000,1
GO:0015293,symporter activity,5,0,0.62,1.00000,1
GO:0015294,solute:cation symporter activity,5,0,0.62,1.00000,1
GO:0015295,solute:proton symporter activity,3,0,0.37,1.00000,1
GO:0015385,sodium:proton antiporter activity,4,0,0.49,1.00000,1
GO:0015450,protein-transporting ATPase activity,5,0,0.62,1.00000,1
GO:0015453,oxidoreduction-driven active transmembra...,13,0,1.61,1.00000,1
GO:0015605,organophosphate ester transmembrane tran...,3,0,0.37,1.00000,1
GO:0015924,mannosyl-oligosaccharide mannosidase act...,5,0,0.62,1.00000,1
GO:0015929,hexosaminidase activity,3,0,0.37,1.00000,1
GO:0016149,translation release factor activity, cod...,7,0,0.87,1.00000,1
GO:0016151,nickel cation binding,4,0,0.49,1.00000,1
GO:0016211,ammonia ligase activity,6,0,0.74,1.00000,1
GO:0016289,CoA hydrolase activity,3,0,0.37,1.00000,1
GO:0016415,octanoyltransferase activity,3,0,0.37,1.00000,1
GO:0016417,S-acyltransferase activity,4,0,0.49,1.00000,1
GO:0016421,CoA carboxylase activity,5,0,0.62,1.00000,1
GO:0016423,tRNA (guanine) methyltransferase activit...,5,0,0.62,1.00000,1
GO:0016433,rRNA (adenine) methyltransferase activit...,3,0,0.37,1.00000,1
GO:0016538,cyclin-dependent protein serine/threonin...,8,0,0.99,1.00000,1
GO:0016624,oxidoreductase activity, acting on the a...,12,0,1.48,1.00000,1
GO:0016634,oxidoreductase activity, acting on the C...,7,0,0.87,1.00000,1
GO:0016646,oxidoreductase activity, acting on the C...,5,0,0.62,1.00000,1
GO:0016675,oxidoreductase activity, acting on a hem...,7,0,0.87,1.00000,1
GO:0016703,oxidoreductase activity, acting on singl...,5,0,0.62,1.00000,1
GO:0016721,oxidoreductase activity, acting on super...,5,0,0.62,1.00000,1
GO:0016725,oxidoreductase activity, acting on CH or...,4,0,0.49,1.00000,1
GO:0016778,diphosphotransferase activity,5,0,0.62,1.00000,1
GO:0016783,sulfurtransferase activity,7,0,0.87,1.00000,1
GO:0016790,thiolester hydrolase activity,9,0,1.11,1.00000,1
GO:0016796,exonuclease activity, active with either...,7,0,0.87,1.00000,1
GO:0016849,phosphorus-oxygen lyase activity,4,0,0.49,1.00000,1
GO:0016855,racemase and epimerase activity, acting ...,3,0,0.37,1.00000,1
GO:0016863,intramolecular oxidoreductase activity, ...,3,0,0.37,1.00000,1
GO:0016868,intramolecular transferase activity, pho...,16,0,1.98,1.00000,1
GO:0016872,intramolecular lyase activity,6,0,0.74,1.00000,1
GO:0016875,ligase activity, forming carbon-oxygen b...,46,0,5.68,1.00000,1
GO:0016877,ligase activity, forming carbon-sulfur b...,14,0,1.73,1.00000,1
GO:0016880,acid-ammonia (or amide) ligase activity,6,0,0.74,1.00000,1
GO:0016881,acid-amino acid ligase activity,13,0,1.61,1.00000,1
GO:0016885,ligase activity, forming carbon-carbon b...,5,0,0.62,1.00000,1
GO:0016886,ligase activity, forming phosphoric este...,6,0,0.74,1.00000,1
GO:0016895,exodeoxyribonuclease activity, producing...,3,0,0.37,1.00000,1
GO:0016896,exoribonuclease activity, producing 5'-p...,4,0,0.49,1.00000,1
GO:0016987,sigma factor activity,6,0,0.74,1.00000,1
GO:0016992,lipoate synthase activity,3,0,0.37,1.00000,1
GO:0017025,TBP-class protein binding,6,0,0.74,1.00000,1
GO:0017069,snRNA binding,6,0,0.74,1.00000,1
GO:0017089,glycolipid transfer activity,4,0,0.49,1.00000,1
GO:0017150,tRNA dihydrouridine synthase activity,6,0,0.74,1.00000,1
GO:0017176,phosphatidylinositol N-acetylglucosaminy...,4,0,0.49,1.00000,1
GO:0018455,alcohol dehydrogenase [NAD(P)+] activity,3,0,0.37,1.00000,1
GO:0019139,cytokinin dehydrogenase activity,4,0,0.49,1.00000,1
GO:0019200,carbohydrate kinase activity,28,0,3.46,1.00000,1
GO:0019207,kinase regulator activity,13,0,1.61,1.00000,1
GO:0019210,kinase inhibitor activity,5,0,0.62,1.00000,1
GO:0019213,deacetylase activity,4,0,0.49,1.00000,1
GO:0019239,deaminase activity,9,0,1.11,1.00000,1
GO:0019781,NEDD8 activating enzyme activity,3,0,0.37,1.00000,1
GO:0019783,ubiquitin-like protein peptidase activit...,7,0,0.87,1.00000,1
GO:0019789,SUMO transferase activity,4,0,0.49,1.00000,1
GO:0019843,rRNA binding,19,0,2.35,1.00000,1
GO:0019887,protein kinase regulator activity,13,0,1.61,1.00000,1
GO:0019899,enzyme binding,19,0,2.35,1.00000,1
GO:0019900,kinase binding,7,0,0.87,1.00000,1
GO:0019901,protein kinase binding,7,0,0.87,1.00000,1
GO:0022884,macromolecule transmembrane transporter ...,5,0,0.62,1.00000,1
GO:0030274,LIM domain binding,4,0,0.49,1.00000,1
GO:0030291,protein serine/threonine kinase inhibito...,5,0,0.62,1.00000,1
GO:0030545,signaling receptor regulator activity,5,0,0.62,1.00000,1
GO:0030546,signaling receptor activator activity,5,0,0.62,1.00000,1
GO:0030785,[ribulose-bisphosphate carboxylase]-lysi...,3,0,0.37,1.00000,1
GO:0030942,endoplasmic reticulum signal peptide bin...,3,0,0.37,1.00000,1
GO:0030976,thiamine pyrophosphate binding,7,0,0.87,1.00000,1
GO:0030983,mismatched DNA binding,12,0,1.48,1.00000,1
GO:0031369,translation initiation factor binding,3,0,0.37,1.00000,1
GO:0031418,L-ascorbic acid binding,13,0,1.61,1.00000,1
GO:0031625,ubiquitin protein ligase binding,12,0,1.48,1.00000,1
GO:0031683,G-protein beta/gamma-subunit complex bin...,6,0,0.74,1.00000,1
GO:0032549,ribonucleoside binding,4,0,0.49,1.00000,1
GO:0033558,protein lysine deacetylase activity,3,0,0.37,1.00000,1
GO:0033743,peptide-methionine (R)-S-oxide reductase...,4,0,0.49,1.00000,1
GO:0033897,ribonuclease T2 activity,3,0,0.37,1.00000,1
GO:0033926,glycopeptide alpha-N-acetylgalactosamini...,7,0,0.87,1.00000,1
GO:0034062,5'-3' RNA polymerase activity,52,0,6.43,1.00000,1
GO:0036002,pre-mRNA binding,3,0,0.37,1.00000,1
GO:0036361,racemase activity, acting on amino acids...,3,0,0.37,1.00000,1
GO:0042162,telomeric DNA binding,3,0,0.37,1.00000,1
GO:0042277,peptide binding,10,0,1.24,1.00000,1
GO:0042393,histone binding,17,0,2.1,1.00000,1
GO:0043021,ribonucleoprotein complex binding,12,0,1.48,1.00000,1
GO:0043022,ribosome binding,9,0,1.11,1.00000,1
GO:0044389,ubiquitin-like protein ligase binding,12,0,1.48,1.00000,1
GO:0045131,pre-mRNA branch point binding,3,0,0.37,1.00000,1
GO:0046923,ER retention sequence binding,7,0,0.87,1.00000,1
GO:0047196,long-chain-alcohol O-fatty-acyltransfera...,3,0,0.37,1.00000,1
GO:0047334,diphosphate-fructose-6-phosphate 1-phosp...,4,0,0.49,1.00000,1
GO:0047617,acyl-CoA hydrolase activity,3,0,0.37,1.00000,1
GO:0047952,glycerol-3-phosphate dehydrogenase [NAD(...,4,0,0.49,1.00000,1
GO:0048018,receptor ligand activity,5,0,0.62,1.00000,1
GO:0048029,monosaccharide binding,19,0,2.35,1.00000,1
GO:0050136,NADH dehydrogenase (quinone) activity,4,0,0.49,1.00000,1
GO:0050997,quaternary ammonium group binding,7,0,0.87,1.00000,1
GO:0051861,glycolipid binding,4,0,0.49,1.00000,1
GO:0052716,hydroquinone:oxygen oxidoreductase activ...,8,0,0.99,1.00000,1
GO:0060590,ATPase regulator activity,4,0,0.49,1.00000,1
GO:0070003,threonine-type peptidase activity,23,0,2.84,1.00000,1
GO:0070567,cytidylyltransferase activity,3,0,0.37,1.00000,1
GO:0070568,guanylyltransferase activity,4,0,0.49,1.00000,1
GO:0070569,uridylyltransferase activity,8,0,0.99,1.00000,1
GO:0097747,RNA polymerase activity,52,0,6.43,1.00000,1
GO:0101005,deubiquitinase activity,7,0,0.87,1.00000,1
GO:0106413,dihydrouridine synthase activity,6,0,0.74,1.00000,1
GO:0120013,lipid transfer activity,4,0,0.49,1.00000,1
GO:0120227,acyl-CoA binding,4,0,0.49,1.00000,1
GO:0140101,catalytic activity, acting on a tRNA,77,0,9.52,1.00000,1
GO:0140102,catalytic activity, acting on a rRNA,8,0,0.99,1.00000,1
GO:0140103,catalytic activity, acting on a glycopro...,13,0,1.61,1.00000,1
GO:0140296,general transcription initiation factor ...,6,0,0.74,1.00000,1
GO:0140318,protein transporter activity,5,0,0.62,1.00000,1
GO:1901567,fatty acid derivative binding,4,0,0.49,1.00000,1
GO:1901681,sulfur compound binding,12,0,1.48,1.00000,1
