GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0043632,modification-dependent macromolecule cat...,57,1,7.66,0.80780,1
GO:0009259,ribonucleotide metabolic process,106,13,14.24,0.80886,1
GO:0000160,phosphorelay signal transduction system,41,2,5.51,0.80942,1
GO:0006559,L-phenylalanine catabolic process,10,3,1.34,0.80957,1
GO:2000026,regulation of multicellular organismal d...,5,1,0.67,0.80984,1
GO:0015689,molybdate ion transport,4,1,0.54,0.81070,1
GO:0006665,sphingolipid metabolic process,11,1,1.48,0.81190,1
GO:0009165,nucleotide biosynthetic process,78,9,10.48,0.81433,1
GO:0034440,lipid oxidation,4,1,0.54,0.81553,1
GO:0009605,response to external stimulus,28,2,3.76,0.81626,1
GO:0007154,cell communication,347,38,46.63,0.81712,1
GO:1903825,organic acid transmembrane transport,28,3,3.76,0.82106,1
GO:0016042,lipid catabolic process,12,1,1.61,0.82157,1
GO:0051493,regulation of cytoskeleton organization,10,1,1.34,0.82210,1
GO:0046219,indolalkylamine biosynthetic process,7,1,0.94,0.82353,1
GO:0009124,nucleoside monophosphate biosynthetic pr...,13,1,1.75,0.82471,1
GO:0031497,chromatin assembly,24,1,3.22,0.82591,1
GO:0009086,methionine biosynthetic process,8,1,1.07,0.82881,1
GO:0006813,potassium ion transport,32,3,4.3,0.82915,1
GO:0008654,phospholipid biosynthetic process,45,3,6.05,0.83228,1
GO:0006221,pyrimidine nucleotide biosynthetic proce...,14,1,1.88,0.83314,1
GO:0071489,cellular response to red or far red ligh...,5,1,0.67,0.83333,1
GO:0009435,NAD biosynthetic process,5,1,0.67,0.83333,1
GO:0043562,cellular response to nitrogen levels,5,1,0.67,0.83333,1
GO:0046351,disaccharide biosynthetic process,16,4,2.15,0.83721,1
GO:0006555,methionine metabolic process,9,1,1.21,0.83795,1
GO:0006006,glucose metabolic process,15,1,2.02,0.83807,1
GO:0032271,regulation of protein polymerization,6,1,0.81,0.83824,1
GO:0019941,modification-dependent protein catabolic...,57,1,7.66,0.83824,1
GO:0006766,vitamin metabolic process,28,2,3.76,0.83834,1
GO:1902222,erythrose 4-phosphate/phosphoenolpyruvat...,10,3,1.34,0.83921,1
GO:0005977,glycogen metabolic process,7,2,0.94,0.83937,1
GO:0009152,purine ribonucleotide biosynthetic proce...,52,5,6.99,0.84288,1
GO:1903509,liposaccharide metabolic process,22,2,2.96,0.84294,1
GO:0001101,response to acid chemical,8,1,1.07,0.84423,1
GO:0009126,purine nucleoside monophosphate metaboli...,11,1,1.48,0.84615,1
GO:0009127,purine nucleoside monophosphate biosynth...,11,1,1.48,0.84615,1
GO:0009123,nucleoside monophosphate metabolic proce...,13,1,1.75,0.84925,1
GO:0006979,response to oxidative stress,56,3,7.52,0.85123,1
GO:0044085,cellular component biogenesis,204,19,27.41,0.85277,1
GO:0006568,tryptophan metabolic process,11,1,1.48,0.85330,1
GO:0009064,glutamine family amino acid metabolic pr...,31,4,4.17,0.85362,1
GO:0030832,regulation of actin filament length,6,1,0.81,0.85714,1
GO:0030833,regulation of actin filament polymerizat...,6,1,0.81,0.85714,1
GO:0009298,GDP-mannose biosynthetic process,6,1,0.81,0.85714,1
GO:0042455,ribonucleoside biosynthetic process,6,1,0.81,0.85714,1
GO:0006334,nucleosome assembly,24,1,3.22,0.85714,1
GO:0072527,pyrimidine-containing compound metabolic...,27,2,3.63,0.85912,1
GO:0042364,water-soluble vitamin biosynthetic proce...,26,2,3.49,0.85979,1
GO:0006767,water-soluble vitamin metabolic process,26,2,3.49,0.85979,1
GO:0009101,glycoprotein biosynthetic process,40,2,5.37,0.86011,1
GO:0030001,metal ion transport,141,18,18.95,0.86185,1
GO:0003006,developmental process involved in reprod...,8,1,1.07,0.86198,1
GO:1901137,carbohydrate derivative biosynthetic pro...,126,9,16.93,0.86304,1
GO:0006163,purine nucleotide metabolic process,111,14,14.92,0.86319,1
GO:0006220,pyrimidine nucleotide metabolic process,14,1,1.88,0.86334,1
GO:0043648,dicarboxylic acid metabolic process,32,2,4.3,0.86479,1
GO:0016043,cellular component organization,312,31,41.92,0.86500,1
GO:0046939,nucleotide phosphorylation,44,7,5.91,0.87049,1
GO:0006564,L-serine biosynthetic process,5,1,0.67,0.87087,1
GO:0009119,ribonucleoside metabolic process,7,1,0.94,0.87229,1
GO:0032984,protein-containing complex disassembly,26,1,3.49,0.87264,1
GO:0019290,siderophore biosynthetic process,45,10,6.05,0.87280,1
GO:0010228,vegetative to reproductive phase transit...,7,1,0.94,0.87500,1
GO:0009416,response to light stimulus,15,2,2.02,0.87500,1
GO:0032011,ARF protein signal transduction,7,1,0.94,0.87500,1
GO:0032012,regulation of ARF protein signal transdu...,7,1,0.94,0.87500,1
GO:0030198,extracellular matrix organization,8,2,1.07,0.87557,1
GO:0034220,ion transmembrane transport,53,6,7.12,0.87615,1
GO:0071840,cellular component organization or bioge...,386,41,51.87,0.87758,1
GO:0006720,isoprenoid metabolic process,37,3,4.97,0.87851,1
GO:0009791,post-embryonic development,8,1,1.07,0.87924,1
GO:0044270,cellular nitrogen compound catabolic pro...,26,1,3.49,0.87951,1
GO:1901615,organic hydroxy compound metabolic proce...,37,3,4.97,0.88026,1
GO:0015986,proton motive force-driven ATP synthesis,20,3,2.69,0.88509,1
GO:0000041,transition metal ion transport,15,1,2.02,0.88541,1
GO:0006790,sulfur compound metabolic process,88,8,11.82,0.89119,1
GO:0007015,actin filament organization,18,3,2.42,0.89192,1
GO:0006099,tricarboxylic acid cycle,16,1,2.15,0.89200,1
GO:0070647,protein modification by small protein co...,91,13,12.23,0.89419,1
GO:0071824,protein-DNA complex subunit organization,28,1,3.76,0.89434,1
GO:0042254,ribosome biogenesis,51,1,6.85,0.89474,1
GO:0046700,heterocycle catabolic process,25,1,3.36,0.89516,1
GO:0009260,ribonucleotide biosynthetic process,53,5,7.12,0.89797,1
GO:0006520,cellular amino acid metabolic process,228,24,30.64,0.90017,1
GO:0051128,regulation of cellular component organiz...,21,1,2.82,0.90614,1
GO:0016311,dephosphorylation,99,15,13.3,0.90785,1
GO:0006631,fatty acid metabolic process,87,8,11.69,0.91014,1
GO:0065009,regulation of molecular function,23,1,3.09,0.91281,1
GO:0050790,regulation of catalytic activity,21,1,2.82,0.91304,1
GO:0046348,amino sugar catabolic process,19,2,2.55,0.91590,1
GO:0006633,fatty acid biosynthetic process,70,5,9.41,0.91593,1
GO:0009167,purine ribonucleoside monophosphate meta...,11,1,1.48,0.91667,1
GO:0009168,purine ribonucleoside monophosphate bios...,11,1,1.48,0.91667,1
GO:0048831,regulation of shoot system development,5,1,0.67,0.91667,1
GO:0044706,multi-multicellular organism process,55,10,7.39,0.91873,1
GO:0009312,oligosaccharide biosynthetic process,20,4,2.69,0.91911,1
GO:1901565,organonitrogen compound catabolic proces...,137,14,18.41,0.91991,1
GO:0003333,amino acid transmembrane transport,25,3,3.36,0.91996,1
GO:0048608,reproductive structure development,8,1,1.07,0.92166,1
GO:0009161,ribonucleoside monophosphate metabolic p...,12,1,1.61,0.92308,1
GO:0009156,ribonucleoside monophosphate biosyntheti...,12,1,1.61,0.92308,1
GO:0005978,glycogen biosynthetic process,7,2,0.94,0.92414,1
GO:0006586,indolalkylamine metabolic process,11,1,1.48,0.92632,1
GO:0006643,membrane lipid metabolic process,31,2,4.17,0.92729,1
GO:0051171,regulation of nitrogen compound metaboli...,666,70,89.49,0.92925,1
GO:0006399,tRNA metabolic process,90,1,12.09,0.92963,1
GO:1901700,response to oxygen-containing compound,25,3,3.36,0.93160,1
GO:0009664,plant-type cell wall organization,27,8,3.63,0.93170,1
GO:0006812,cation transport,174,24,23.38,0.93279,1
GO:0006030,chitin metabolic process,19,2,2.55,0.93337,1
GO:0006563,L-serine metabolic process,18,5,2.42,0.93745,1
GO:0007165,signal transduction,280,27,37.62,0.93854,1
GO:0006757,ATP generation from ADP,39,7,5.24,0.93866,1
GO:0006740,NADPH regeneration,13,2,1.75,0.93940,1
GO:0022402,cell cycle process,47,3,6.32,0.94163,1
GO:0022411,cellular component disassembly,26,1,3.49,0.94174,1
GO:0031399,regulation of protein modification proce...,14,1,1.88,0.94349,1
GO:0044237,cellular metabolic process,3843,491,516.4,0.94383,1
GO:0019359,nicotinamide nucleotide biosynthetic pro...,9,2,1.21,0.94545,1
GO:0046496,nicotinamide nucleotide metabolic proces...,9,2,1.21,0.94545,1
GO:0043933,protein-containing complex organization,105,7,14.11,0.94634,1
GO:0065004,protein-DNA complex assembly,27,1,3.63,0.94662,1
GO:0009060,aerobic respiration,18,1,2.42,0.94737,1
GO:0048523,negative regulation of cellular process,23,1,3.09,0.95187,1
GO:0006164,purine nucleotide biosynthetic process,55,5,7.39,0.95496,1
GO:0032268,regulation of cellular protein metabolic...,23,1,3.09,0.95716,1
GO:0031323,regulation of cellular metabolic process,669,71,89.9,0.95888,1
GO:0051174,regulation of phosphorus metabolic proce...,18,1,2.42,0.96219,1
GO:1901575,organic substance catabolic process,232,22,31.17,0.96496,1
GO:0060255,regulation of macromolecule metabolic pr...,687,70,92.31,0.96550,1
GO:0090567,reproductive shoot system development,6,1,0.81,0.96667,1
GO:0005996,monosaccharide metabolic process,44,3,5.91,0.96740,1
GO:0022607,cellular component assembly,129,9,17.33,0.96924,1
GO:0006082,organic acid metabolic process,424,45,56.97,0.97340,1
GO:0051246,regulation of protein metabolic process,26,1,3.49,0.97383,1
GO:0006259,DNA metabolic process,204,16,27.41,0.97624,1
GO:0051179,localization,1085,126,145.8,0.97684,1
GO:0050794,regulation of cellular process,1043,110,140.15,0.97842,1
GO:0006325,chromatin organization,35,1,4.7,0.97958,1
GO:0009067,aspartate family amino acid biosynthetic...,19,1,2.55,0.98001,1
GO:0023052,signaling,280,27,37.62,0.98031,1
GO:0006310,DNA recombination,43,1,5.78,0.98083,1
GO:0019220,regulation of phosphate metabolic proces...,18,1,2.42,0.98113,1
GO:0019693,ribose phosphate metabolic process,106,13,14.24,0.98161,1
GO:0032259,methylation,40,2,5.37,0.98172,1
GO:0033865,nucleoside bisphosphate metabolic proces...,26,1,3.49,0.98182,1
GO:0006470,protein dephosphorylation,88,10,11.82,0.98208,1
GO:0007049,cell cycle,72,4,9.67,0.98333,1
GO:0009100,glycoprotein metabolic process,41,2,5.51,0.98360,1
GO:0080090,regulation of primary metabolic process,666,70,89.49,0.98369,1
GO:0006207,'de novo' pyrimidine nucleobase biosynth...,10,1,1.34,0.98485,1
GO:0005992,trehalose biosynthetic process,14,3,1.88,0.98529,1
GO:0044248,cellular catabolic process,167,13,22.44,0.98569,1
GO:0072330,monocarboxylic acid biosynthetic process,74,5,9.94,0.98594,1
GO:0006352,DNA-templated transcription, initiation,41,1,5.51,0.98611,1
GO:0035556,intracellular signal transduction,165,11,22.17,0.98645,1
GO:0034032,purine nucleoside bisphosphate metabolic...,26,1,3.49,0.98646,1
GO:0045333,cellular respiration,19,1,2.55,0.98654,1
GO:0006821,chloride transport,9,1,1.21,0.98663,1
GO:0016570,histone modification,31,2,4.17,0.98699,1
GO:0008213,protein alkylation,21,1,2.82,0.98714,1
GO:0008154,actin polymerization or depolymerization,13,1,1.75,0.98775,1
GO:0006753,nucleoside phosphate metabolic process,139,18,18.68,0.98812,1
GO:0006950,response to stress,331,26,44.48,0.99060,1
GO:0009066,aspartate family amino acid metabolic pr...,22,1,2.96,0.99086,1
GO:0044281,small molecule metabolic process,668,74,89.76,0.99158,1
GO:0006996,organelle organization,189,13,25.4,0.99191,1
GO:0006074,(1->3)-beta-D-glucan metabolic process,6,1,0.81,0.99226,1
GO:0043414,macromolecule methylation,35,1,4.7,0.99321,1
GO:0050896,response to stimulus,692,73,92.99,0.99322,1
GO:0006396,RNA processing,197,5,26.47,0.99328,1
GO:0009056,catabolic process,246,22,33.06,0.99425,1
GO:0006505,GPI anchor metabolic process,17,1,2.28,0.99442,1
GO:0033554,cellular response to stress,143,6,19.22,0.99469,1
GO:0008104,protein localization,260,9,34.94,0.99481,1
GO:0006075,(1->3)-beta-D-glucan biosynthetic proces...,6,1,0.81,0.99548,1
GO:0046474,glycerophospholipid biosynthetic process,31,2,4.17,0.99588,1
GO:0015980,energy derivation by oxidation of organi...,26,3,3.49,0.99611,1
GO:0006281,DNA repair,134,6,18.01,0.99626,1
GO:0022900,electron transport chain,15,1,2.02,0.99633,1
GO:0048519,negative regulation of biological proces...,43,1,5.78,0.99802,1
GO:0070085,glycosylation,42,1,5.64,0.99821,1
GO:0051276,chromosome organization,71,1,9.54,0.99832,1
GO:0022613,ribonucleoprotein complex biogenesis,57,1,7.66,0.99861,1
GO:0019222,regulation of metabolic process,695,71,93.39,0.99872,1
GO:0019752,carboxylic acid metabolic process,419,43,56.3,0.99886,1
GO:0043170,macromolecule metabolic process,3135,379,421.26,0.99906,1
GO:0051716,cellular response to stimulus,428,34,57.51,0.99929,1
GO:0018193,peptidyl-amino acid modification,47,2,6.32,0.99937,1
GO:0043413,macromolecule glycosylation,38,1,5.11,0.99948,1
GO:0034660,ncRNA metabolic process,123,2,16.53,0.99954,1
GO:0006457,protein folding,108,4,14.51,0.99958,1
GO:0006486,protein glycosylation,38,1,5.11,0.99965,1
GO:0050789,regulation of biological process,1086,111,145.93,0.99979,1
GO:0015031,protein transport,246,9,33.06,0.99980,1
GO:0071705,nitrogen compound transport,287,18,38.57,0.99988,1
GO:0006661,phosphatidylinositol biosynthetic proces...,26,1,3.49,0.99989,1
GO:0044257,cellular protein catabolic process,68,1,9.14,0.99994,1
GO:0065007,biological regulation,1114,111,149.69,0.99995,1
GO:0009057,macromolecule catabolic process,131,4,17.6,0.99997,1
GO:0044238,primary metabolic process,4133,536,555.37,0.99997,1
GO:0051603,proteolysis involved in cellular protein...,68,1,9.14,0.99998,1
GO:0071704,organic substance metabolic process,4386,574,589.36,0.99999,1
GO:0044265,cellular macromolecule catabolic process,102,2,13.71,1.00000,1
GO:0009987,cellular process,5188,641,697.13,1.00000,1
GO:0030163,protein catabolic process,84,1,11.29,1.00000,1
GO:0043603,cellular amide metabolic process,460,15,61.81,1.00000,1
GO:0071702,organic substance transport,329,18,44.21,1.00000,1
GO:0046907,intracellular transport,238,9,31.98,1.00000,1
GO:0051649,establishment of localization in cell,238,9,31.98,1.00000,1
GO:0033036,macromolecule localization,300,14,40.31,1.00000,1
GO:0043043,peptide biosynthetic process,426,13,57.24,1.00000,1
GO:0016192,vesicle-mediated transport,118,1,15.86,1.00000,1
GO:0045184,establishment of protein localization,253,9,34,1.00000,1
GO:0051641,cellular localization,261,9,35.07,1.00000,1
GO:0043604,amide biosynthetic process,438,13,58.86,1.00000,1
GO:0006807,nitrogen compound metabolic process,3593,436,482.8,1.00000,1
GO:1901566,organonitrogen compound biosynthetic pro...,752,53,101.05,1.00000,1
GO:0044249,cellular biosynthetic process,1691,153,227.23,1.00000,1
GO:1901576,organic substance biosynthetic process,1732,159,232.74,1.00000,1
GO:0090304,nucleic acid metabolic process,1210,92,162.59,1.00000,1
GO:1901360,organic cyclic compound metabolic proces...,1565,139,210.29,1.00000,1
GO:0006725,cellular aromatic compound metabolic pro...,1514,131,203.44,1.00000,1
GO:0046483,heterocycle metabolic process,1497,128,201.16,1.00000,1
GO:0006139,nucleobase-containing compound metabolic...,1405,118,188.79,1.00000,1
GO:0009059,macromolecule biosynthetic process,1199,86,161.11,1.00000,1
GO:0009058,biosynthetic process,1788,165,240.26,1.00000,1
GO:0034645,cellular macromolecule biosynthetic proc...,460,15,61.81,1.00000,1
GO:0010215,cellulose microfibril organization,8,2,1.07,1.00000,1
GO:0010467,gene expression,1338,79,179.79,1.00000,1
GO:0009144,purine nucleoside triphosphate metabolic...,29,4,3.9,1.00000,1
GO:0009145,purine nucleoside triphosphate biosynthe...,29,4,3.9,1.00000,1
GO:0046578,regulation of Ras protein signal transdu...,8,1,1.07,1.00000,1
GO:0010410,hemicellulose metabolic process,25,9,3.36,1.00000,1
GO:0043666,regulation of phosphoprotein phosphatase...,3,1,0.4,1.00000,1
GO:0034641,cellular nitrogen compound metabolic pro...,1889,147,253.83,1.00000,1
GO:0006913,nucleocytoplasmic transport,53,7,7.12,1.00000,1
GO:0006412,translation,378,2,50.79,1.00000,1
GO:0033875,ribonucleoside bisphosphate metabolic pr...,26,1,3.49,1.00000,1
GO:0009269,response to desiccation,4,1,0.54,1.00000,1
GO:0034968,histone lysine methylation,10,1,1.34,1.00000,1
GO:0034285,response to disaccharide,5,1,0.67,1.00000,1
GO:0006098,pentose-phosphate shunt,13,2,1.75,1.00000,1
GO:0006576,cellular biogenic amine metabolic proces...,20,3,2.69,1.00000,1
GO:0006511,ubiquitin-dependent protein catabolic pr...,57,1,7.66,1.00000,1
GO:0006518,peptide metabolic process,435,13,58.45,1.00000,1
GO:0061458,reproductive system development,8,1,1.07,1.00000,1
GO:0008150,biological_process,6921,930,930,1.00000,1
GO:0006073,cellular glucan metabolic process,52,20,6.99,1.00000,1
GO:1901071,glucosamine-containing compound metaboli...,19,2,2.55,1.00000,1
GO:1901072,glucosamine-containing compound cataboli...,19,2,2.55,1.00000,1
GO:0006024,glycosaminoglycan biosynthetic process,4,1,0.54,1.00000,1
GO:0009201,ribonucleoside triphosphate biosynthetic...,29,4,3.9,1.00000,1
GO:0009205,purine ribonucleoside triphosphate metab...,29,4,3.9,1.00000,1
GO:0009206,purine ribonucleoside triphosphate biosy...,29,4,3.9,1.00000,1
GO:0006032,chitin catabolic process,19,2,2.55,1.00000,1
GO:0009908,flower development,6,1,0.81,1.00000,1
GO:0009584,detection of visible light,5,1,0.67,1.00000,1
GO:0009585,red, far-red light phototransduction,5,1,0.67,1.00000,1
GO:0000413,protein peptidyl-prolyl isomerization,23,1,3.09,1.00000,1
GO:0098662,inorganic cation transmembrane transport,49,6,6.58,1.00000,1
GO:0006351,transcription, DNA-templated,735,71,98.76,1.00000,1
GO:0006662,glycerol ether metabolic process,31,6,4.17,1.00000,1
GO:0051016,barbed-end actin filament capping,3,1,0.4,1.00000,1
GO:0009199,ribonucleoside triphosphate metabolic pr...,29,4,3.9,1.00000,1
GO:1905039,carboxylic acid transmembrane transport,28,3,3.76,1.00000,1
GO:0051693,actin filament capping,3,1,0.4,1.00000,1
GO:0009744,response to sucrose,5,1,0.67,1.00000,1
GO:0006338,chromatin remodeling,35,1,4.7,1.00000,1
GO:0009179,purine ribonucleoside diphosphate metabo...,39,7,5.24,1.00000,1
GO:0000045,autophagosome assembly,6,0,0.81,1.00000,1
GO:0000070,mitotic sister chromatid segregation,10,0,1.34,1.00000,1
GO:0000075,cell cycle checkpoint signaling,9,0,1.21,1.00000,1
GO:0000077,DNA damage checkpoint signaling,4,0,0.54,1.00000,1
GO:0000079,regulation of cyclin-dependent protein s...,7,0,0.94,1.00000,1
GO:0000103,sulfate assimilation,6,0,0.81,1.00000,1
GO:0000105,histidine biosynthetic process,7,0,0.94,1.00000,1
GO:0000154,rRNA modification,8,0,1.07,1.00000,1
GO:0000184,nuclear-transcribed mRNA catabolic proce...,4,0,0.54,1.00000,1
GO:0000278,mitotic cell cycle,18,0,2.42,1.00000,1
GO:0000280,nuclear division,13,0,1.75,1.00000,1
GO:0000302,response to reactive oxygen species,4,0,0.54,1.00000,1
GO:0000303,response to superoxide,4,0,0.54,1.00000,1
GO:0000305,response to oxygen radical,4,0,0.54,1.00000,1
GO:0000375,RNA splicing, via transesterification re...,27,0,3.63,1.00000,1
GO:0000377,RNA splicing, via transesterification re...,27,0,3.63,1.00000,1
GO:0000387,spliceosomal snRNP assembly,4,0,0.54,1.00000,1
GO:0000398,mRNA splicing, via spliceosome,27,0,3.63,1.00000,1
GO:0000723,telomere maintenance,5,0,0.67,1.00000,1
GO:0000724,double-strand break repair via homologou...,4,0,0.54,1.00000,1
GO:0000725,recombinational repair,4,0,0.54,1.00000,1
GO:0000819,sister chromatid segregation,10,0,1.34,1.00000,1
GO:0000902,cell morphogenesis,4,0,0.54,1.00000,1
GO:0000917,division septum assembly,6,0,0.81,1.00000,1
GO:0000956,nuclear-transcribed mRNA catabolic proce...,5,0,0.67,1.00000,1
GO:0001510,RNA methylation,8,0,1.07,1.00000,1
GO:0001522,pseudouridine synthesis,17,0,2.28,1.00000,1
GO:0001678,cellular glucose homeostasis,6,0,0.81,1.00000,1
GO:0001932,regulation of protein phosphorylation,11,0,1.48,1.00000,1
GO:0001934,positive regulation of protein phosphory...,4,0,0.54,1.00000,1
GO:0002097,tRNA wobble base modification,3,0,0.4,1.00000,1
GO:0002098,tRNA wobble uridine modification,3,0,0.4,1.00000,1
GO:0002376,immune system process,4,0,0.54,1.00000,1
GO:0006002,fructose 6-phosphate metabolic process,9,0,1.21,1.00000,1
GO:0006014,D-ribose metabolic process,9,0,1.21,1.00000,1
GO:0006020,inositol metabolic process,4,0,0.54,1.00000,1
GO:0006072,glycerol-3-phosphate metabolic process,6,0,0.81,1.00000,1
GO:0006084,acetyl-CoA metabolic process,11,0,1.48,1.00000,1
GO:0006085,acetyl-CoA biosynthetic process,9,0,1.21,1.00000,1
GO:0006086,acetyl-CoA biosynthetic process from pyr...,7,0,0.94,1.00000,1
GO:0006094,gluconeogenesis,4,0,0.54,1.00000,1
GO:0006102,isocitrate metabolic process,3,0,0.4,1.00000,1
GO:0006183,GTP biosynthetic process,5,0,0.67,1.00000,1
GO:0006228,UTP biosynthetic process,5,0,0.67,1.00000,1
GO:0006241,CTP biosynthetic process,5,0,0.67,1.00000,1
GO:0006265,DNA topological change,16,0,2.15,1.00000,1
GO:0006289,nucleotide-excision repair,14,0,1.88,1.00000,1
GO:0006298,mismatch repair,12,0,1.61,1.00000,1
GO:0006302,double-strand break repair,8,0,1.07,1.00000,1
GO:0006304,DNA modification,6,0,0.81,1.00000,1
GO:0006305,DNA alkylation,6,0,0.81,1.00000,1
GO:0006306,DNA methylation,6,0,0.81,1.00000,1
GO:0006308,DNA catabolic process,5,0,0.67,1.00000,1
GO:0006353,DNA-templated transcription, termination,5,0,0.67,1.00000,1
GO:0006354,DNA-templated transcription, elongation,9,0,1.21,1.00000,1
GO:0006357,regulation of transcription by RNA polym...,22,0,2.96,1.00000,1
GO:0006366,transcription by RNA polymerase II,37,0,4.97,1.00000,1
GO:0006367,transcription initiation from RNA polyme...,10,0,1.34,1.00000,1
GO:0006368,transcription elongation from RNA polyme...,5,0,0.67,1.00000,1
GO:0006370,7-methylguanosine mRNA capping,4,0,0.54,1.00000,1
GO:0006378,mRNA polyadenylation,5,0,0.67,1.00000,1
GO:0006383,transcription by RNA polymerase III,6,0,0.81,1.00000,1
GO:0006397,mRNA processing,61,0,8.2,1.00000,1
GO:0006400,tRNA modification,15,0,2.02,1.00000,1
GO:0006401,RNA catabolic process,13,0,1.75,1.00000,1
GO:0006402,mRNA catabolic process,10,0,1.34,1.00000,1
GO:0006413,translational initiation,21,0,2.82,1.00000,1
GO:0006415,translational termination,16,0,2.15,1.00000,1
GO:0006417,regulation of translation,9,0,1.21,1.00000,1
GO:0006418,tRNA aminoacylation for protein translat...,46,0,6.18,1.00000,1
GO:0006421,asparaginyl-tRNA aminoacylation,3,0,0.4,1.00000,1
GO:0006426,glycyl-tRNA aminoacylation,4,0,0.54,1.00000,1
GO:0006429,leucyl-tRNA aminoacylation,3,0,0.4,1.00000,1
GO:0006430,lysyl-tRNA aminoacylation,3,0,0.4,1.00000,1
GO:0006432,phenylalanyl-tRNA aminoacylation,4,0,0.54,1.00000,1
GO:0006433,prolyl-tRNA aminoacylation,3,0,0.4,1.00000,1
GO:0006435,threonyl-tRNA aminoacylation,3,0,0.4,1.00000,1
GO:0006448,regulation of translational elongation,8,0,1.07,1.00000,1
GO:0006449,regulation of translational termination,5,0,0.67,1.00000,1
GO:0006452,translational frameshifting,5,0,0.67,1.00000,1
GO:0006465,signal peptide processing,5,0,0.67,1.00000,1
GO:0006471,protein ADP-ribosylation,3,0,0.4,1.00000,1
GO:0006473,protein acetylation,6,0,0.81,1.00000,1
GO:0006475,internal protein amino acid acetylation,6,0,0.81,1.00000,1
GO:0006476,protein deacetylation,4,0,0.54,1.00000,1
GO:0006487,protein N-linked glycosylation,9,0,1.21,1.00000,1
GO:0006497,protein lipidation,15,0,2.02,1.00000,1
GO:0006506,GPI anchor biosynthetic process,13,0,1.75,1.00000,1
GO:0006528,asparagine metabolic process,3,0,0.4,1.00000,1
GO:0006529,asparagine biosynthetic process,3,0,0.4,1.00000,1
GO:0006541,glutamine metabolic process,12,0,1.61,1.00000,1
GO:0006542,glutamine biosynthetic process,4,0,0.54,1.00000,1
GO:0006547,histidine metabolic process,7,0,0.94,1.00000,1
GO:0006549,isoleucine metabolic process,3,0,0.4,1.00000,1
GO:0006551,leucine metabolic process,3,0,0.4,1.00000,1
GO:0006553,lysine metabolic process,9,0,1.21,1.00000,1
GO:0006566,threonine metabolic process,3,0,0.4,1.00000,1
GO:0006570,tyrosine metabolic process,4,0,0.54,1.00000,1
GO:0006571,tyrosine biosynthetic process,3,0,0.4,1.00000,1
GO:0006605,protein targeting,33,0,4.43,1.00000,1
GO:0006606,protein import into nucleus,6,0,0.81,1.00000,1
GO:0006612,protein targeting to membrane,19,0,2.55,1.00000,1
GO:0006613,cotranslational protein targeting to mem...,14,0,1.88,1.00000,1
GO:0006614,SRP-dependent cotranslational protein ta...,14,0,1.88,1.00000,1
GO:0006620,post-translational protein targeting to ...,4,0,0.54,1.00000,1
GO:0006621,protein retention in ER lumen,7,0,0.94,1.00000,1
GO:0006625,protein targeting to peroxisome,5,0,0.67,1.00000,1
GO:0006626,protein targeting to mitochondrion,8,0,1.07,1.00000,1
GO:0006635,fatty acid beta-oxidation,3,0,0.4,1.00000,1
GO:0006637,acyl-CoA metabolic process,14,0,1.88,1.00000,1
GO:0006730,one-carbon metabolic process,3,0,0.4,1.00000,1
GO:0006743,ubiquinone metabolic process,5,0,0.67,1.00000,1
GO:0006744,ubiquinone biosynthetic process,5,0,0.67,1.00000,1
GO:0006749,glutathione metabolic process,6,0,0.81,1.00000,1
GO:0006772,thiamine metabolic process,4,0,0.54,1.00000,1
GO:0006777,Mo-molybdopterin cofactor biosynthetic p...,4,0,0.54,1.00000,1
GO:0006783,heme biosynthetic process,3,0,0.4,1.00000,1
GO:0006787,porphyrin-containing compound catabolic ...,3,0,0.4,1.00000,1
GO:0006801,superoxide metabolic process,13,0,1.75,1.00000,1
GO:0006826,iron ion transport,4,0,0.54,1.00000,1
GO:0006835,dicarboxylic acid transport,5,0,0.67,1.00000,1
GO:0006839,mitochondrial transport,12,0,1.61,1.00000,1
GO:0006848,pyruvate transport,3,0,0.4,1.00000,1
GO:0006850,mitochondrial pyruvate transmembrane tra...,3,0,0.4,1.00000,1
GO:0006873,cellular ion homeostasis,6,0,0.81,1.00000,1
GO:0006875,cellular metal ion homeostasis,3,0,0.4,1.00000,1
GO:0006879,cellular iron ion homeostasis,3,0,0.4,1.00000,1
GO:0006885,regulation of pH,4,0,0.54,1.00000,1
GO:0006887,exocytosis,25,0,3.36,1.00000,1
GO:0006888,endoplasmic reticulum to Golgi vesicle-m...,16,0,2.15,1.00000,1
GO:0006890,retrograde vesicle-mediated transport, G...,4,0,0.54,1.00000,1
GO:0006891,intra-Golgi vesicle-mediated transport,3,0,0.4,1.00000,1
GO:0006897,endocytosis,3,0,0.4,1.00000,1
GO:0006900,vesicle budding from membrane,3,0,0.4,1.00000,1
GO:0006901,vesicle coating,3,0,0.4,1.00000,1
GO:0006903,vesicle targeting,3,0,0.4,1.00000,1
GO:0006904,vesicle docking involved in exocytosis,6,0,0.81,1.00000,1
GO:0006914,autophagy,12,0,1.61,1.00000,1
GO:0006955,immune response,4,0,0.54,1.00000,1
GO:0007006,mitochondrial membrane organization,4,0,0.54,1.00000,1
GO:0007008,outer mitochondrial membrane organizatio...,3,0,0.4,1.00000,1
